WeekNumber,GameID,Season,TeamID,Team,PlayerID,G,GS,Championships,ChampionshipYears,MadePlayoffs,Wins,Losses,Ties,WinPct,Round1Wins,Round1Losses,Rounds1WinPct,Round2Wins,Round2Losses,Round2WinPct,Round3Wins,Round3Losses,Round3WinPct,ChampionshipWins,ChampionshipLosses,ChampionshipWinPct,ELORating,Plays,RushAtt,Catches,PassAtt,PassCmp,PassInt,PassYds,PassYdsAgainst,TotalYdsAgainst,TotalYds,RushYdsAgainst,PassTD,PassRating,PassingAttemptsPerGame,PassingYardsPerAttempt,PassingYardsPerCompletion,SackPct,PassingYdsPerGame,RushYds,RecYds,RushTD,RecTD,RunLong,PassLong,RecLong,PuntLong,KRLong,PRLong,FGLong,Int,IntReturnYds,Fumbles,FumblesLost,FumReturnYds,Pancakes,MissedTackles,DroppedPasses,PassesDefensed,SacksAllowed,MissedBlocks,TeamOwner,WasSacked,SackedYards,Tackles,TFL,Sacks,Hurries,Knockdowns,Safeties,ForcedFumbles,FumblesRecovered,DefensiveTD,BlockedFG,BlockedPAT,BlockedPunt,Penalties,PenaltyYds,Punts,PuntYds,PuntsInside20,PuntReturns,PuntReturnYds,PuntReturnTD,KickoffReturns,KickoffReturnYds,KickoffReturnTD,FGA_U20,FGA_2029,FGA_3039,FGA_4049,FGA_50,FGM_U20,FGM_2029,FGM_3039,FGM_4049,FGM_50,FGA,FGM,XPA,XPM,POG,POW,POY,POYYears,ProBowl,ProBowlYears,MVP,MVPYears,PlayoffMVP,PlayoffMVPYears,ROY,ROYYears,RushAvg,PassAvg,PassPct,RecAvg,FGPct,XPPct,PuntAvg,PuntReturnAvg,KickReturnAvg,RushingAttPerGame,RushingYdsPerGame,RushFDPct,CatchesPerGame,ReceivingYdsPerGame,RecFDPct,KickingPoints,Points,PointsFor,PointsAgainst,Rush20,Rush40,RushFD,Pass20,Pass40,PassFD,Rec20,Rec40,RecFD,CtA,Tar,Job
,0,1986,1,KC,,16,0,0,,0,8,8,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1506,0,415,337,519,337,9,3385,3300,5213,5225,1913,27,93.5,32.4,6.5,10,6.3,211.6,1840,3385,12,27,59,76,76,62,54,31,49,6,108,9,5,22,385,67,30,48,13,108,Joe Satre,35,260,794,73,21,63,44,0,22,14,2,0,0,0,106,915,84,3667,33,36,250,0,73,1535,0,1,4,9,14,2,1,3,5,9,0,30,18,41,41,17,0,0,,0,,0,,0,,0,,4.4,6.5,64.9,10,60,100,43.7,6.9,21,25.9,115,18.3,21.1,211.6,43.6,95,341,341,354,12,3,76,31,5,147,31,5,147,384,1095,
,0,1985,1,KC,,16,0,0,,1,11,5,0,0.688,0,0,0,0,1,0,0,0,0,0,0,0,1590,0,477,306,457,306,12,3651,3219,5506,5598,2287,35,105.8,28.6,8,11.9,6.2,228.2,1947,3651,22,35,42,84,84,61,37,17,55,5,60,14,7,47,380,77,34,42,18,91,Joe Satre,30,217,772,102,34,41,45,1,17,17,0,0,0,2,84,671,73,3155,21,36,242,0,76,1627,0,0,5,3,13,4,0,5,2,12,3,25,22,56,53,21,0,0,,0,,0,,0,,0,,4.1,8,67,11.9,88,94.6,43.2,6.7,21.4,29.8,121.7,20.8,19.1,228.2,41.2,119,461,463,375,15,1,99,45,13,126,45,13,126,362,1010,
,0,1986,2,MIA,,16,0,0,,0,9,7,0,0.562,0,0,0,0,0,0,0,0,0,0,0,0,1514,0,557,250,402,250,8,2921,2958,4653,4885,1695,20,92.5,25.1,7.3,11.7,6.5,182.6,1964,2921,15,20,39,79,79,62,39,48,50,13,185,17,7,29,413,62,21,64,10,85,Malinda Gates,28,247,738,85,22,62,43,1,17,18,0,1,0,1,84,714,103,4476,36,40,297,0,64,1328,0,1,6,9,5,4,1,6,8,3,3,25,21,34,34,15,0,0,,0,,0,,0,,0,,3.5,7.3,62.2,11.7,84,100,43.5,7.4,20.8,34.8,122.8,14.7,15.6,182.6,45.6,97,307,311,286,9,0,82,37,10,114,37,10,114,348,929,
,0,1985,2,MIA,,16,0,0,,0,6,10,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,1510,0,487,279,435,279,7,3023,3627,6127,4802,2500,23,95.4,27.2,6.9,10.8,6.9,188.9,1779,3023,12,23,52,57,57,62,55,84,49,11,191,13,7,12,355,90,32,59,10,71,Malinda Gates,32,270,749,77,24,50,48,2,8,11,3,0,1,3,91,786,90,4021,37,31,317,0,68,1618,0,0,8,8,13,2,0,5,7,8,0,31,20,33,33,9,0,0,,0,,0,,0,,0,,3.7,6.9,64.1,10.8,64.5,100,44.7,10.2,23.8,30.4,111.2,14.8,17.4,188.9,44.1,93,321,331,411,12,3,72,30,7,123,30,7,123,339,983,
,0,1986,3,GB,,16,0,0,,0,5,11,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,1461,0,430,350,526,350,8,4022,3683,5893,5385,2210,32,103.3,32.9,7.6,11.5,4,251.4,1363,4022,6,32,52,61,61,54,33,81,54,6,117,14,5,21,433,70,30,48,9,85,Mike Kent,22,152,782,83,26,53,38,1,14,16,0,0,0,2,95,839,86,3360,29,30,268,1,77,1474,0,3,4,9,9,3,3,3,6,5,2,28,19,39,38,14,0,0,,0,,0,,0,,0,,3.2,7.6,66.5,11.5,67.9,97.4,39.1,8.9,19.1,26.9,85.2,14.9,21.9,251.4,43.1,95,329,331,430,7,2,64,50,8,151,50,8,151,419,1122,
,0,1985,3,GB,,16,0,0,,0,9,7,0,0.562,0,0,0,0,0,0,0,0,0,0,0,0,1555,0,475,385,552,385,9,4410,3760,5994,6247,2234,40,110.9,34.5,8,11.5,2.8,275.6,1837,4410,13,40,53,88,88,54,73,49,56,7,34,12,7,3,494,62,37,44,2,76,Mike Kent,16,89,751,81,33,56,35,1,15,12,0,0,0,0,95,892,74,2951,24,30,256,0,89,1885,0,0,6,11,10,2,0,4,8,8,1,29,21,51,48,19,0,0,,0,,0,,0,,0,,3.9,8,69.7,11.5,72.4,94.1,39.9,8.5,21.2,29.7,114.8,16.4,24.1,275.6,46.2,111,429,431,426,12,3,78,39,10,178,39,10,178,375,1115,
,0,1986,4,OAK,,16,0,0,,1,10,6,0,0.625,0,0,0,1,0,1,0,1,0,0,0,0,1532,0,513,195,348,195,3,3450,2934,4907,5539,1973,26,111.4,21.8,9.9,17.7,15.5,215.6,2089,3450,19,26,62,74,74,58,40,20,51,6,128,25,8,1,481,80,30,54,34,96,Ross Tirona,64,508,869,90,35,55,54,0,9,21,2,1,0,4,97,758,102,4048,23,39,273,0,62,1272,0,2,6,9,9,4,2,5,9,9,3,30,28,45,44,17,0,0,,0,,0,,0,,0,,4.1,9.9,56,17.7,93.3,97.8,39.7,7,20.5,32.1,130.6,14,12.2,215.6,55.9,128,410,412,326,15,5,72,59,17,109,59,17,109,415,934,
,0,1985,4,OAK,,16,0,1,,1,12,4,0,0.75,0,0,0,1,0,1,1,0,1,1,0,1,1590,0,625,213,378,213,6,3318,2689,4509,5872,1820,28,103.7,23.6,8.8,15.6,8.5,207.4,2554,3318,18,28,58,75,75,57,40,60,51,9,107,21,14,24,377,78,34,68,15,94,Ross Tirona,35,274,797,107,47,63,58,1,9,9,2,0,0,1,102,797,94,3879,39,55,378,0,59,1283,0,3,8,10,14,4,3,7,7,10,4,39,31,47,46,22,0,0,,0,,0,,0,,0,,4.1,8.8,56.3,15.6,79.5,97.9,41.3,6.9,21.7,39.1,159.6,17.1,13.3,207.4,47.9,139,427,431,292,16,4,107,51,17,102,51,17,102,335,920,
,0,1986,5,BUF,,16,0,0,,0,5,11,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,1454,0,503,280,479,280,8,2985,3224,5723,5076,2499,15,80.2,29.9,6.2,10.7,6.1,186.6,2091,2985,11,15,71,69,69,56,39,68,56,10,144,22,15,43,338,55,29,57,14,108,Mike Ngo,31,227,832,116,39,47,56,1,15,12,2,0,0,1,84,711,97,4010,32,41,370,0,82,1868,0,3,6,15,9,2,3,6,13,5,2,35,29,26,24,11,0,0,,0,,0,,0,,0,,4.2,6.2,58.5,10.7,82.9,92.3,41.3,9,22.8,31.4,130.7,16.5,17.5,186.6,43.6,111,279,283,401,17,6,83,30,6,122,30,6,122,343,977,
,0,1985,5,BUF,,16,0,0,,0,5,11,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,1477,0,603,264,445,264,16,2785,2382,4175,4528,1793,15,73.9,27.8,6.3,10.5,5.5,174.1,1743,2785,13,15,76,84,84,56,32,69,52,2,77,10,7,33,363,58,24,33,15,158,Mike Ngo,26,157,864,137,66,29,51,0,27,16,1,0,0,2,101,988,115,4762,35,42,302,0,70,1324,0,1,11,7,11,3,1,8,7,6,2,33,24,28,27,16,0,0,,0,,0,,0,,0,,2.9,6.3,59.3,10.5,72.7,96.4,41.4,7.2,18.9,37.7,108.9,12.1,16.5,174.1,41.3,99,273,273,318,13,5,73,27,3,109,27,3,109,309,875,
